date,country,vs,Pitcher,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak,HBreak
2023-03-09,Itary,cuba,Mitchell Stumpo,Yurisbel Gracial,295,12,85,10,"In play, out(s)",Slider,87.9,2364.0,-34.0,-3.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Yurisbel Gracial,294,11,85,10,Swinging Strike,Slider,87.9,2349.0,-31.0,-3.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Alfredo Despaigne,293,10,84,10,"In play, out(s)",Slider,88.6,2357.0,-31.0,-6.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Alfredo Despaigne,292,9,84,10,Swinging Strike,Slider,89.3,2281.0,-30.0,-6.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Luis Robert Jr.,291,8,83,10,"In play, run(s)",Slider,89.6,2330.0,-31.0,-1.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Luis Robert Jr.,290,7,83,10,Foul,Slider,88.8,2352.0,-30.0,0.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Luis Robert Jr.,289,6,83,10,Foul,Slider,88.6,2300.0,-30.0,3.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Luis Robert Jr.,288,5,83,10,Ball,Slider,87.0,2226.0,-30.0,1.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Luis Robert Jr.,287,4,83,10,Swinging Strike,Slider,87.9,2212.0,-29.0,2.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Luis Robert Jr.,286,3,83,10,Ball,Slider,87.7,2238.0,-30.0,2.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Luis Robert Jr.,285,2,83,10,Foul,4-Seam Fastball,93.1,2366.0,-18.0,-9.0
2023-03-09,Itary,cuba,Mitchell Stumpo,Yoan Moncada,284,1,82,10,"In play, out(s)",4-Seam Fastball,93.3,2333.0,-16.0,-8.0
2023-03-09,Itary,cuba,Matt Festa,Yoelkis Guibert,264,34,74,9,"In play, out(s)",4-Seam Fastball,93.1,2476.0,-15.0,-6.0
2023-03-09,Itary,cuba,Matt Festa,Yoelkis Guibert,263,33,74,9,Called Strike,Slider,88.3,2683.0,-29.0,1.0
2023-03-09,Itary,cuba,Matt Festa,Yoelkis Guibert,262,32,74,9,Called Strike,4-Seam Fastball,92.6,2389.0,-18.0,-7.0
2023-03-09,Itary,cuba,Matt Festa,Yoelkis Guibert,261,31,74,9,Ball,Slider,86.9,2676.0,-31.0,3.0
2023-03-09,Itary,cuba,Matt Festa,Yoelkis Guibert,260,30,74,9,Ball,4-Seam Fastball,92.6,2374.0,-18.0,-4.0
2023-03-09,Itary,cuba,Matt Festa,Yoelkis Guibert,259,29,74,9,Ball,Slider,89.8,2576.0,-27.0,3.0
2023-03-09,Itary,cuba,Matt Festa,Luis Mateo,258,28,73,9,"In play, out(s)",Slider,84.3,2741.0,-35.0,14.0
2023-03-09,Itary,cuba,Matt Festa,Luis Mateo,257,27,73,9,Ball,Slider,83.9,2742.0,-37.0,15.0
2023-03-09,Itary,cuba,Matt Festa,Luis Mateo,256,26,73,9,Swinging Strike,Slider,83.6,2736.0,-39.0,17.0
2023-03-09,Itary,cuba,Matt Festa,Luis Mateo,255,25,73,9,Ball,Slider,84.8,2693.0,-36.0,15.0
2023-03-09,Itary,cuba,Matt Festa,Luis Mateo,254,24,73,9,Foul,4-Seam Fastball,92.2,2333.0,-18.0,-5.0
2023-03-09,Itary,cuba,Matt Festa,Yadir Drake,253,23,72,9,Swinging Strike,4-Seam Fastball,92.3,2430.0,-20.0,-3.0
2023-03-09,Itary,cuba,Matt Festa,Yadir Drake,252,22,72,9,Foul,Slider,83.8,2707.0,-35.0,10.0
2023-03-09,Itary,cuba,Matt Festa,Yadir Drake,251,21,72,9,Ball,Slider,84.4,2737.0,-36.0,10.0
2023-03-09,Itary,cuba,Matt Festa,Yadir Drake,250,20,72,9,Called Strike,Slider,82.8,2701.0,-37.0,10.0
2023-03-09,Itary,cuba,Matt Festa,Lorenzo Quintana,242,19,68,8,"In play, out(s)",Slider,83.1,2715.0,-37.0,13.0
2023-03-09,Itary,cuba,Matt Festa,Lorenzo Quintana,241,18,68,8,Called Strike,Slider,84.3,2685.0,-36.0,16.0
2023-03-09,Itary,cuba,Matt Festa,Erisbel Arruebarrena,240,17,67,8,"In play, run(s)",Slider,83.2,2649.0,-38.0,16.0
2023-03-09,Itary,cuba,Matt Festa,Erisbel Arruebarrena,239,16,67,8,Ball,Slider,84.0,2673.0,-37.0,13.0
2023-03-09,Itary,cuba,Matt Festa,Yoenis Cespedes,238,15,66,8,"In play, out(s)",Slider,83.2,2651.0,-37.0,12.0
2023-03-09,Itary,cuba,Matt Festa,Yoenis Cespedes,237,14,66,8,Swinging Strike,Slider,83.5,2727.0,-36.0,13.0
2023-03-09,Itary,cuba,Matt Festa,Yoenis Cespedes,236,13,66,8,Ball,Slider,84.1,2627.0,-38.0,14.0
2023-03-09,Itary,cuba,Matt Festa,Alfredo Despaigne,235,12,65,8,"In play, no out",4-Seam Fastball,94.0,2417.0,-17.0,-9.0
2023-03-09,Itary,cuba,Matt Festa,Alfredo Despaigne,234,11,65,8,Ball,Slider,85.2,2844.0,-31.0,16.0
2023-03-09,Itary,cuba,Matt Festa,Alfredo Despaigne,233,10,65,8,Called Strike,4-Seam Fastball,93.5,2257.0,-18.0,-7.0
2023-03-09,Itary,cuba,Matt Festa,Luis Robert Jr.,232,9,64,8,Swinging Strike,Slider,90.4,2599.0,-26.0,5.0
2023-03-09,Itary,cuba,Matt Festa,Luis Robert Jr.,231,8,64,8,Foul,Slider,84.3,2634.0,-34.0,15.0
2023-03-09,Itary,cuba,Matt Festa,Luis Robert Jr.,230,7,64,8,Foul,4-Seam Fastball,93.3,2374.0,-17.0,-4.0
2023-03-09,Itary,cuba,Matt Festa,Luis Robert Jr.,229,6,64,8,Foul,Slider,84.5,2666.0,-37.0,16.0
2023-03-09,Itary,cuba,Matt Festa,Luis Robert Jr.,228,5,64,8,Foul,Slider,84.6,2663.0,-36.0,14.0
2023-03-09,Itary,cuba,Matt Festa,Luis Robert Jr.,227,4,64,8,Foul,Slider,84.6,2802.0,-37.0,13.0
2023-03-09,Itary,cuba,Matt Festa,Luis Robert Jr.,226,3,64,8,Foul,4-Seam Fastball,93.7,2465.0,-15.0,-6.0
2023-03-09,Itary,cuba,Matt Festa,Luis Robert Jr.,225,2,64,8,Foul,4-Seam Fastball,92.8,2367.0,-19.0,-7.0
2023-03-09,Itary,cuba,Matt Festa,Luis Robert Jr.,224,1,64,8,Foul,Slider,83.8,2773.0,-38.0,11.0
2023-03-09,Itary,cuba,Joe LaSorsa,Yoan Moncada,206,12,58,7,Swinging Strike,Slider,78.4,2329.0,-44.0,-7.0
2023-03-09,Itary,cuba,Joe LaSorsa,Yoan Moncada,205,11,58,7,Foul,Slider,78.4,2246.0,-41.0,-9.0
2023-03-09,Itary,cuba,Joe LaSorsa,Yoan Moncada,204,10,58,7,Called Strike,Changeup,89.1,2132.0,-29.0,20.0
2023-03-09,Itary,cuba,Joe LaSorsa,Yoan Moncada,203,9,58,7,Called Strike,Changeup,89.0,2132.0,-28.0,20.0
2023-03-09,Itary,cuba,Joe LaSorsa,Yoelkis Guibert,202,8,57,7,"In play, out(s)",Slider,75.9,2216.0,-44.0,-10.0
2023-03-09,Itary,cuba,Joe LaSorsa,Yoelkis Guibert,201,7,57,7,Foul,Slider,75.6,2192.0,-48.0,-11.0
2023-03-09,Itary,cuba,Joe LaSorsa,Yoelkis Guibert,200,6,57,7,Foul,Changeup,89.5,2142.0,-28.0,21.0
2023-03-09,Itary,cuba,Joe LaSorsa,Yoelkis Guibert,199,5,57,7,Foul Bunt,Changeup,89.3,2115.0,-29.0,19.0
2023-03-09,Itary,cuba,Joe LaSorsa,Dayan Garcia,198,4,56,7,Hit By Pitch,Slider,77.7,2264.0,-44.0,-9.0
2023-03-09,Itary,cuba,Joe LaSorsa,Dayan Garcia,197,3,56,7,Foul,Slider,76.0,2241.0,-45.0,-12.0
2023-03-09,Itary,cuba,Joe LaSorsa,Dayan Garcia,196,2,56,7,Foul,Changeup,88.9,2144.0,-27.0,20.0
2023-03-09,Itary,cuba,Joe LaSorsa,Dayan Garcia,195,1,56,7,Called Strike,Changeup,89.4,2183.0,-24.0,18.0
2023-03-09,Itary,cuba,Vinny Nittoli,Yadir Drake,194,29,55,7,Swinging Strike,Slider,81.4,2595.0,-33.0,8.0
2023-03-09,Itary,cuba,Vinny Nittoli,Yadir Drake,193,28,55,7,Ball,Slider,82.7,2713.0,-30.0,4.0
2023-03-09,Itary,cuba,Vinny Nittoli,Yadir Drake,192,27,55,7,Foul Bunt,Slider,82.4,2573.0,-36.0,4.0
2023-03-09,Itary,cuba,Vinny Nittoli,Yadir Drake,191,26,55,7,Foul Bunt,4-Seam Fastball,89.8,2373.0,-22.0,-9.0
2023-03-09,Itary,cuba,Vinny Nittoli,Yadir Drake,190,25,55,7,Ball,Slider,82.2,2494.0,-37.0,5.0
2023-03-09,Itary,cuba,Vinny Nittoli,Lorenzo Quintana,189,24,54,7,"In play, run(s)",Slider,80.9,2616.0,-37.0,12.0
2023-03-09,Itary,cuba,Vinny Nittoli,Lorenzo Quintana,188,23,54,7,Ball In Dirt,Slider,82.9,2638.0,-31.0,2.0
2023-03-09,Itary,cuba,Vinny Nittoli,Lorenzo Quintana,187,22,54,7,Called Strike,Slider,81.3,2579.0,-31.0,4.0
2023-03-09,Itary,cuba,Vinny Nittoli,Erisbel Arruebarrena,186,21,53,7,"In play, no out",4-Seam Fastball,90.9,2453.0,-20.0,-9.0
2023-03-09,Itary,cuba,Vinny Nittoli,Erisbel Arruebarrena,185,20,53,7,Foul,4-Seam Fastball,90.2,2475.0,-20.0,-10.0
2023-03-09,Itary,cuba,Vinny Nittoli,Erisbel Arruebarrena,184,19,53,7,Ball,Slider,83.6,2579.0,-33.0,-1.0
2023-03-09,Itary,cuba,Vinny Nittoli,Erisbel Arruebarrena,183,18,53,7,Ball,Slider,82.0,2733.0,-37.0,9.0
2023-03-09,Itary,cuba,Vinny Nittoli,Erisbel Arruebarrena,182,17,53,7,Called Strike,4-Seam Fastball,90.9,2428.0,-19.0,-11.0
2023-03-09,Itary,cuba,Vinny Nittoli,Erisbel Arruebarrena,181,16,53,7,Ball,Slider,82.2,2590.0,-31.0,5.0
2023-03-09,Itary,cuba,Vinny Nittoli,Erisbel Arruebarrena,180,15,53,7,Foul Tip,Slider,81.5,2537.0,-35.0,8.0
2023-03-09,Itary,cuba,Vinny Nittoli,Yoenis Cespedes,158,14,47,6,"In play, out(s)",4-Seam Fastball,92.1,2568.0,-16.0,-11.0
2023-03-09,Itary,cuba,Vinny Nittoli,Yoenis Cespedes,157,13,47,6,Called Strike,Sinker,91.3,2530.0,-19.0,-12.0
2023-03-09,Itary,cuba,Vinny Nittoli,Alfredo Despaigne,156,12,46,6,Called Strike,Sinker,91.2,2485.0,-18.0,-12.0
2023-03-09,Itary,cuba,Vinny Nittoli,Alfredo Despaigne,155,11,46,6,Foul,Slider,82.6,2591.0,-29.0,7.0
2023-03-09,Itary,cuba,Vinny Nittoli,Alfredo Despaigne,154,10,46,6,Ball,Slider,81.7,2626.0,-33.0,12.0
2023-03-09,Itary,cuba,Vinny Nittoli,Alfredo Despaigne,153,9,46,6,Foul,4-Seam Fastball,91.8,2469.0,-17.0,-10.0
2023-03-09,Itary,cuba,Vinny Nittoli,Alfredo Despaigne,152,8,46,6,Swinging Strike,Slider,83.5,2810.0,-34.0,10.0
2023-03-09,Itary,cuba,Vinny Nittoli,Alfredo Despaigne,151,7,46,6,Called Strike,4-Seam Fastball,91.5,2474.0,-17.0,-9.0
2023-03-09,Itary,cuba,Vinny Nittoli,Alfredo Despaigne,150,6,46,6,Ball,Slider,83.5,2726.0,-32.0,6.0
2023-03-09,Itary,cuba,Vinny Nittoli,Alfredo Despaigne,149,5,46,6,Ball,4-Seam Fastball,91.8,2418.0,-17.0,-10.0
2023-03-09,Itary,cuba,Vinny Nittoli,Luis Robert Jr.,148,4,45,6,Swinging Strike,Slider,82.4,2634.0,-35.0,13.0
2023-03-09,Itary,cuba,Vinny Nittoli,Luis Robert Jr.,147,3,45,6,Foul,Sinker,91.9,2565.0,-17.0,-12.0
2023-03-09,Itary,cuba,Vinny Nittoli,Luis Robert Jr.,146,2,45,6,Swinging Strike,Slider,82.0,2840.0,-35.0,7.0
2023-03-09,Itary,cuba,Vinny Nittoli,Luis Robert Jr.,145,1,45,6,Swinging Strike,Slider,81.8,2771.0,-36.0,10.0
2023-03-09,Itary,cuba,Andre Pallante,Yoan Moncada,132,25,38,5,Foul Tip,4-Seam Fastball,94.8,2200.0,-19.0,-4.0
2023-03-09,Itary,cuba,Andre Pallante,Yoan Moncada,131,24,38,5,Foul,4-Seam Fastball,96.6,2210.0,-20.0,-5.0
2023-03-09,Itary,cuba,Andre Pallante,Yoan Moncada,130,23,38,5,Ball In Dirt,Curveball,77.6,2861.0,-66.0,7.0
2023-03-09,Itary,cuba,Andre Pallante,Yoan Moncada,129,22,38,5,Called Strike,4-Seam Fastball,96.7,2326.0,-16.0,-8.0
2023-03-09,Itary,cuba,Andre Pallante,Yoan Moncada,128,21,38,5,Swinging Strike,Curveball,75.3,2855.0,-68.0,9.0
2023-03-09,Itary,cuba,Andre Pallante,Yoelkis Guibert,127,20,37,5,Ball,4-Seam Fastball,96.8,2320.0,-15.0,-10.0
2023-03-09,Itary,cuba,Andre Pallante,Yoelkis Guibert,126,19,37,5,Ball,4-Seam Fastball,97.3,2327.0,-16.0,-9.0
2023-03-09,Itary,cuba,Andre Pallante,Yoelkis Guibert,125,18,37,5,Ball,4-Seam Fastball,98.2,2327.0,-17.0,-4.0
2023-03-09,Itary,cuba,Andre Pallante,Yoelkis Guibert,124,17,37,5,Swinging Strike,4-Seam Fastball,98.8,2372.0,-16.0,-10.0
2023-03-09,Itary,cuba,Andre Pallante,Yoelkis Guibert,123,16,37,5,Ball,4-Seam Fastball,98.6,2371.0,-14.0,-9.0
2023-03-09,Itary,cuba,Andre Pallante,Yadil Mujica,122,15,36,5,"In play, out(s)",Curveball,77.0,2927.0,-67.0,7.0
2023-03-09,Itary,cuba,Andre Pallante,Yadil Mujica,121,14,36,5,Foul,4-Seam Fastball,98.8,2373.0,-17.0,-9.0
2023-03-09,Itary,cuba,Andre Pallante,Yadil Mujica,120,13,36,5,Swinging Strike,4-Seam Fastball,98.0,2375.0,-19.0,-6.0
2023-03-09,Itary,cuba,Andre Pallante,Yadil Mujica,119,12,36,5,Missed Bunt,4-Seam Fastball,97.4,2302.0,-16.0,-8.0
2023-03-09,Itary,cuba,Andre Pallante,Yadir Drake,118,11,35,5,"In play, out(s)",4-Seam Fastball,95.8,2267.0,-19.0,-6.0
2023-03-09,Itary,cuba,Andre Pallante,Yadir Drake,117,10,35,5,Ball,4-Seam Fastball,95.7,2337.0,-20.0,-1.0
2023-03-09,Itary,cuba,Andre Pallante,Lorenzo Quintana,116,9,34,5,Ball,4-Seam Fastball,96.6,2315.0,-19.0,-2.0
2023-03-09,Itary,cuba,Andre Pallante,Lorenzo Quintana,115,8,34,5,Ball,Curveball,74.7,2832.0,-73.0,7.0
2023-03-09,Itary,cuba,Andre Pallante,Lorenzo Quintana,114,7,34,5,Ball,4-Seam Fastball,97.5,2273.0,-16.0,-1.0
2023-03-09,Itary,cuba,Andre Pallante,Lorenzo Quintana,113,6,34,5,Foul,Cutter,87.8,2311.0,-35.0,7.0
2023-03-09,Itary,cuba,Andre Pallante,Lorenzo Quintana,112,5,34,5,Ball,Cutter,89.6,2489.0,-34.0,5.0
2023-03-09,Itary,cuba,Andre Pallante,Lorenzo Quintana,111,4,34,5,Foul,4-Seam Fastball,96.8,2316.0,-19.0,-10.0
2023-03-09,Itary,cuba,Andre Pallante,Erisbel Arruebarrena,100,3,30,4,"In play, out(s)",4-Seam Fastball,97.5,2267.0,-17.0,-9.0
2023-03-09,Itary,cuba,Andre Pallante,Yoenis Cespedes,99,2,29,4,"In play, out(s)",4-Seam Fastball,96.7,2187.0,-17.0,-7.0
2023-03-09,Itary,cuba,Andre Pallante,Alfredo Despaigne,98,1,28,4,"In play, no out",4-Seam Fastball,96.0,2120.0,-19.0,-8.0
2023-03-09,Itary,cuba,Matt Harvey,Luis Robert Jr.,87,40,24,3,"In play, out(s)",Slider,84.7,2470.0,-31.0,1.0
2023-03-09,Itary,cuba,Matt Harvey,Luis Robert Jr.,86,39,24,3,Ball,Slider,84.3,2456.0,-33.0,1.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,85,38,23,3,"In play, out(s)",Slider,82.6,2493.0,-35.0,1.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,84,37,23,3,Foul,Changeup,81.5,1753.0,-33.0,-15.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,83,36,23,3,Ball In Dirt,Curveball,77.5,2806.0,-60.0,5.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,82,35,23,3,Foul,Sinker,90.2,2283.0,-20.0,-15.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,81,34,23,3,Ball,Slider,84.4,2357.0,-31.0,0.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,80,33,23,3,Swinging Strike,Slider,83.5,2344.0,-34.0,-1.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,79,32,23,3,Ball,Changeup,83.0,1833.0,-32.0,-15.0
2023-03-09,Itary,cuba,Matt Harvey,Yoelkis Guibert,78,31,22,3,"In play, out(s)",Sinker,89.0,2306.0,-24.0,-17.0
2023-03-09,Itary,cuba,Matt Harvey,Yadil Mujica,77,30,21,3,"In play, no out",Sinker,89.8,2209.0,-20.0,-15.0
2023-03-09,Itary,cuba,Matt Harvey,Yadil Mujica,76,29,21,3,Foul,Slider,84.8,2339.0,-30.0,-2.0
2023-03-09,Itary,cuba,Matt Harvey,Yadil Mujica,75,28,21,3,Foul Bunt,Sinker,88.6,2256.0,-24.0,-17.0
2023-03-09,Itary,cuba,Matt Harvey,Yadil Mujica,74,27,21,3,Missed Bunt,Sinker,87.8,2183.0,-25.0,-17.0
2023-03-09,Itary,cuba,Matt Harvey,Yadir Drake,73,26,20,3,"In play, no out",Curveball,78.7,2618.0,-50.0,11.0
2023-03-09,Itary,cuba,Matt Harvey,Yadir Drake,72,25,20,3,Called Strike,Sinker,88.1,2247.0,-19.0,-15.0
2023-03-09,Itary,cuba,Matt Harvey,Lorenzo Quintana,59,24,15,2,"In play, out(s)",Sinker,89.0,2281.0,-19.0,-15.0
2023-03-09,Itary,cuba,Matt Harvey,Lorenzo Quintana,58,23,15,2,Foul,Curveball,78.3,2415.0,-50.0,1.0
2023-03-09,Itary,cuba,Matt Harvey,Erisbel Arruebarrena,57,22,14,2,Ball,Slider,84.9,2391.0,-29.0,3.0
2023-03-09,Itary,cuba,Matt Harvey,Erisbel Arruebarrena,56,21,14,2,Ball,Slider,83.6,2397.0,-30.0,2.0
2023-03-09,Itary,cuba,Matt Harvey,Erisbel Arruebarrena,55,20,14,2,Ball,Curveball,79.4,2661.0,-46.0,14.0
2023-03-09,Itary,cuba,Matt Harvey,Erisbel Arruebarrena,54,19,14,2,Ball,Sinker,89.4,2144.0,-20.0,-14.0
2023-03-09,Itary,cuba,Matt Harvey,Erisbel Arruebarrena,53,18,14,2,Swinging Strike,Curveball,78.5,2514.0,-53.0,10.0
2023-03-09,Itary,cuba,Matt Harvey,Erisbel Arruebarrena,52,17,14,2,Foul,Sinker,89.9,2133.0,-22.0,-12.0
2023-03-09,Itary,cuba,Matt Harvey,Yoenis Cespedes,51,16,13,2,"In play, out(s)",Curveball,77.6,2599.0,-50.0,5.0
2023-03-09,Itary,cuba,Matt Harvey,Yoenis Cespedes,50,15,13,2,Foul,Cutter,86.1,2377.0,-28.0,-4.0
2023-03-09,Itary,cuba,Matt Harvey,Yoenis Cespedes,49,14,13,2,Ball,Sinker,88.5,2153.0,-25.0,-18.0
2023-03-09,Itary,cuba,Matt Harvey,Yoenis Cespedes,48,13,13,2,Called Strike,Cutter,86.1,2401.0,-29.0,-3.0
2023-03-09,Itary,cuba,Matt Harvey,Alfredo Despaigne,47,12,12,2,"In play, out(s)",Sinker,88.5,2094.0,-23.0,-16.0
2023-03-09,Itary,cuba,Matt Harvey,Alfredo Despaigne,46,11,12,2,Ball,Changeup,83.4,1762.0,-29.0,-18.0
2023-03-09,Itary,cuba,Matt Harvey,Alfredo Despaigne,45,10,12,2,Called Strike,Sinker,88.3,2254.0,-23.0,-14.0
2023-03-09,Itary,cuba,Matt Harvey,Luis Robert Jr.,30,9,7,1,"In play, out(s)",4-Seam Fastball,89.8,2233.0,-19.0,-12.0
2023-03-09,Itary,cuba,Matt Harvey,Luis Robert Jr.,29,8,7,1,Called Strike,Cutter,86.4,2412.0,-26.0,-7.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,28,7,6,1,"In play, out(s)",Sinker,88.9,2317.0,-20.0,-17.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,27,6,6,1,Ball,Cutter,86.1,2391.0,-26.0,-4.0
2023-03-09,Itary,cuba,Matt Harvey,Yoan Moncada,26,5,6,1,Foul,Sinker,89.2,2288.0,-20.0,-14.0
2023-03-09,Itary,cuba,Matt Harvey,Yoelkis Guibert,25,4,5,1,"In play, out(s)",4-Seam Fastball,87.8,2069.0,-21.0,-11.0
2023-03-09,Itary,cuba,Matt Harvey,Yoelkis Guibert,24,3,5,1,Ball,Slider,85.3,2316.0,-31.0,-3.0
2023-03-09,Itary,cuba,Matt Harvey,Yoelkis Guibert,23,2,5,1,Called Strike,4-Seam Fastball,88.5,2134.0,-21.0,-11.0
2023-03-09,Itary,cuba,Matt Harvey,Yoelkis Guibert,22,1,5,1,Ball,Sinker,89.2,2223.0,-23.0,-14.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Kun-Yu Chiang,275,12,84,8,"In play, out(s)",4-Seam Fastball,91.7,2109.0,-17.0,-6.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Kun-Yu Chiang,274,11,84,8,Ball,4-Seam Fastball,92.3,2090.0,-16.0,-5.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Kun-Yu Chiang,273,10,84,8,Ball,Curveball,76.1,2389.0,-55.0,7.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Chin Cheng,272,9,83,8,"In play, out(s)",Changeup,82.7,1851.0,-27.0,-11.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Chin Cheng,271,8,83,8,Foul,4-Seam Fastball,92.7,2013.0,-16.0,-6.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Chin Cheng,270,7,83,8,Foul,4-Seam Fastball,92.5,2125.0,-14.0,-4.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Chin Cheng,269,6,83,8,Swinging Strike,4-Seam Fastball,92.4,2113.0,-15.0,-6.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Chin Cheng,268,5,83,8,Foul,4-Seam Fastball,91.3,2175.0,-15.0,-5.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Chin Cheng,267,4,83,8,Ball,4-Seam Fastball,91.3,2202.0,-16.0,-6.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Chin Cheng,266,3,83,8,Ball,Curveball,72.6,2908.0,-71.0,5.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Chieh-Hsien Chen,265,2,82,8,"In play, no out",4-Seam Fastball,91.3,2123.0,-19.0,-7.0
2023-03-10,Itary,chinesetaipei,Claudio Scotti,Chieh-Hsien Chen,264,1,82,8,Ball,4-Seam Fastball,91.0,2110.0,-18.0,-5.0
2023-03-10,Itary,chinesetaipei,Joey Marciano,Kungkuan Giljegiljaw,263,28,81,8,"In play, run(s)",Slider,83.9,2645.0,-43.0,3.0
2023-03-10,Itary,chinesetaipei,Joey Marciano,Kungkuan Giljegiljaw,262,27,81,8,Ball,Sinker,94.0,2319.0,-20.0,12.0
2023-03-10,Itary,chinesetaipei,Joey Marciano,Kungkuan Giljegiljaw,261,26,81,8,Foul,Slider,82.7,2618.0,-46.0,-1.0
2023-03-10,Itary,chinesetaipei,Joey Marciano,Kungkuan Giljegiljaw,260,25,81,8,Foul,Slider,82.1,2667.0,-49.0,-1.0
2023-03-10,Itary,chinesetaipei,Joey Marciano,Kungkuan Giljegiljaw,259,24,81,8,Ball,Slider,82.8,2607.0,-47.0,-1.0
2023-03-10,Itary,chinesetaipei,Joey Marciano,Nien-Ting Wu,258,23,80,8,"In play, no out",4-Seam Fastball,91.1,2306.0,-18.0,9.0
