date,country,vs,Pitcher,Batter,Game Pitch #,Pitch,PA,Inning,Result,Pitch Type,Pitch Vel  (MPH),Spin (RPM),VBreak,HBreak
2023-03-12,Itary,netherlands,Matt Harvey,Jurickson Profar,6,6,2,1,Ball,Sinker,90.3,2084.0,-22.0,-16.0
2023-03-12,Itary,netherlands,Matt Harvey,Jurickson Profar,5,5,2,1,Foul,Slider,84.5,2344.0,-31.0,2.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,4,4,1,1,Swinging Strike,Curveball,79.0,2600.0,-51.0,5.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,3,3,1,1,Foul,4-Seam Fastball,88.9,2289.0,-18.0,-11.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,2,2,1,1,Ball,Slider,84.7,2429.0,-32.0,-1.0
2023-03-12,Itary,netherlands,Matt Harvey,Ray-Patrick Didder,1,1,1,1,Foul,4-Seam Fastball,89.5,2297.0,-17.0,-11.0
2023-03-09,Japan,China,Hiromi Itoh,Chen Chen,320,8,79,9,Swinging Strike,4-Seam Fastball,93.2,2154.0,-15.0,-3.0
2023-03-09,Japan,China,Hiromi Itoh,Chen Chen,319,7,79,9,Swinging Strike,4-Seam Fastball,93.0,2137.0,-14.0,-4.0
2023-03-09,Japan,China,Hiromi Itoh,Chen Chen,318,6,79,9,Called Strike,Slider,82.0,2433.0,-40.0,14.0
2023-03-09,Japan,China,Hiromi Itoh,Yusuke Masago,317,5,78,9,"In play, out(s)",4-Seam Fastball,93.0,2169.0,-17.0,-9.0
2023-03-09,Japan,China,Hiromi Itoh,Jin Yang,316,4,77,9,Called Strike,4-Seam Fastball,93.2,2097.0,-16.0,-8.0
2023-03-09,Japan,China,Hiromi Itoh,Jin Yang,315,3,77,9,Swinging Strike,4-Seam Fastball,92.4,2063.0,-16.0,-6.0
2023-03-09,Japan,China,Hiromi Itoh,Jin Yang,314,2,77,9,Ball,Slider,82.5,2508.0,-37.0,8.0
2023-03-09,Japan,China,Hiromi Itoh,Jin Yang,313,1,77,9,Swinging Strike,4-Seam Fastball,92.5,2066.0,-15.0,-7.0
2023-03-09,Japan,China,Atsuki Yuasa,Pei Liang,267,16,66,8,Swinging Strike,4-Seam Fastball,95.5,2263.0,-11.0,-3.0
2023-03-09,Japan,China,Atsuki Yuasa,Pei Liang,266,15,66,8,Foul,Curveball,80.9,2555.0,-52.0,0.0
2023-03-09,Japan,China,Atsuki Yuasa,Pei Liang,265,14,66,8,Called Strike,4-Seam Fastball,93.4,2280.0,-10.0,-2.0
2023-03-09,Japan,China,Atsuki Yuasa,Pei Liang,264,13,66,8,Ball,4-Seam Fastball,95.6,2386.0,-10.0,-1.0
2023-03-09,Japan,China,Atsuki Yuasa,Ning Li,263,12,65,8,Swinging Strike,Cutter,87.6,1324.0,-30.0,-7.0
2023-03-09,Japan,China,Atsuki Yuasa,Ning Li,262,11,65,8,Foul,4-Seam Fastball,94.8,2223.0,-11.0,-4.0
2023-03-09,Japan,China,Atsuki Yuasa,Ning Li,261,10,65,8,Foul,4-Seam Fastball,93.6,2175.0,-14.0,-2.0
2023-03-09,Japan,China,Atsuki Yuasa,Ning Li,260,9,65,8,Ball,4-Seam Fastball,95.7,2259.0,-12.0,-3.0
2023-03-09,Japan,China,Atsuki Yuasa,Ning Li,259,8,65,8,Foul,4-Seam Fastball,87.3,1330.0,-24.0,-11.0
2023-03-09,Japan,China,Atsuki Yuasa,Ning Li,258,7,65,8,Called Strike,4-Seam Fastball,93.5,2292.0,-13.0,-3.0
2023-03-09,Japan,China,Atsuki Yuasa,Jinjun Luo,257,6,64,8,Swinging Strike,4-Seam Fastball,94.7,2333.0,-12.0,-3.0
2023-03-09,Japan,China,Atsuki Yuasa,Jinjun Luo,256,5,64,8,Ball,4-Seam Fastball,95.3,2216.0,-13.0,-4.0
2023-03-09,Japan,China,Atsuki Yuasa,Jinjun Luo,255,4,64,8,Ball,Changeup,87.9,1349.0,-32.0,-11.0
2023-03-09,Japan,China,Atsuki Yuasa,Jinjun Luo,254,3,64,8,Ball,4-Seam Fastball,95.5,2295.0,-12.0,-2.0
2023-03-09,Japan,China,Atsuki Yuasa,Jinjun Luo,253,2,64,8,Called Strike,4-Seam Fastball,94.3,2243.0,-12.0,-4.0
2023-03-09,Japan,China,Atsuki Yuasa,Jinjun Luo,252,1,64,8,Swinging Strike,4-Seam Fastball,94.0,2199.0,-13.0,-3.0
2023-03-09,Japan,China,Shosei Togo,YongKang Kou,232,52,58,7,Swinging Strike,Changeup,84.8,1210.0,-35.0,-10.0
2023-03-09,Japan,China,Shosei Togo,YongKang Kou,231,51,58,7,Ball In Dirt,Changeup,84.8,1294.0,-36.0,-15.0
2023-03-09,Japan,China,Shosei Togo,YongKang Kou,230,50,58,7,Swinging Strike,4-Seam Fastball,92.2,2481.0,-18.0,-12.0
2023-03-09,Japan,China,Shosei Togo,YongKang Kou,229,49,58,7,Swinging Strike,4-Seam Fastball,92.2,2399.0,-18.0,-12.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,228,48,57,7,Swinging Strike,Changeup,85.1,1157.0,-40.0,-11.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,227,47,57,7,Ball,Changeup,85.1,1196.0,-42.0,-14.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,226,46,57,7,Foul,4-Seam Fastball,93.1,2430.0,-18.0,-13.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,225,45,57,7,Foul,Changeup,85.2,1274.0,-39.0,-15.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,224,44,57,7,Foul,Changeup,84.6,1281.0,-37.0,-10.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,223,43,57,7,Ball In Dirt,Sinker,93.3,2502.0,-15.0,-14.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,222,42,57,7,Foul,Changeup,84.2,1286.0,-37.0,-10.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,221,41,57,7,Ball,Changeup,85.7,1340.0,-37.0,-12.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,220,40,57,7,Swinging Strike,4-Seam Fastball,91.8,2305.0,-16.0,-11.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,219,39,57,7,Called Strike,4-Seam Fastball,92.6,,-16.0,-12.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,218,38,56,7,Ball In Dirt,Changeup,85.4,1269.0,-36.0,-16.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,217,37,56,7,Foul,Changeup,85.2,1143.0,-36.0,-16.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,216,36,56,7,Ball,Changeup,85.6,1275.0,-35.0,-16.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,215,35,56,7,Ball,4-Seam Fastball,92.4,2427.0,-16.0,-12.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,214,34,56,7,Foul Tip,Changeup,84.3,1194.0,-39.0,-11.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,213,33,56,7,Swinging Strike,4-Seam Fastball,91.6,2419.0,-17.0,-11.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,212,32,56,7,Ball,Changeup,83.5,1287.0,-39.0,-11.0
2023-03-09,Japan,China,Shosei Togo,Chen Chen,211,31,55,7,"In play, out(s)",4-Seam Fastball,91.1,2426.0,-14.0,-10.0
2023-03-09,Japan,China,Shosei Togo,Chen Chen,210,30,55,7,Ball In Dirt,Changeup,83.5,1366.0,-40.0,-14.0
2023-03-09,Japan,China,Shosei Togo,Chen Chen,209,29,55,7,Swinging Strike,Changeup,84.3,1172.0,-40.0,-17.0
2023-03-09,Japan,China,Shosei Togo,Chen Chen,208,28,55,7,Ball,Changeup,83.4,1267.0,-40.0,-14.0
2023-03-09,Japan,China,Shosei Togo,Yusuke Masago,207,27,54,7,"In play, no out",Changeup,83.3,1289.0,-36.0,-11.0
2023-03-09,Japan,China,Shosei Togo,Jin Yang,185,26,48,6,Swinging Strike,Changeup,84.2,1186.0,-41.0,-12.0
2023-03-09,Japan,China,Shosei Togo,Jin Yang,184,25,48,6,Ball,Changeup,83.4,1330.0,-41.0,-13.0
2023-03-09,Japan,China,Shosei Togo,Jin Yang,183,24,48,6,Ball,Changeup,84.1,1228.0,-38.0,-13.0
2023-03-09,Japan,China,Shosei Togo,Jin Yang,182,23,48,6,Swinging Strike,Changeup,85.2,1292.0,-31.0,-11.0
2023-03-09,Japan,China,Shosei Togo,Jin Yang,181,22,48,6,Foul,4-Seam Fastball,92.5,2450.0,-14.0,-10.0
2023-03-09,Japan,China,Shosei Togo,Pei Liang,180,21,47,6,"In play, run(s)",4-Seam Fastball,92.2,2421.0,-15.0,-12.0
2023-03-09,Japan,China,Shosei Togo,Pei Liang,179,20,47,6,Foul Tip,Sinker,92.7,2431.0,-15.0,-14.0
2023-03-09,Japan,China,Shosei Togo,Pei Liang,178,19,47,6,Called Strike,4-Seam Fastball,91.4,2361.0,-16.0,-12.0
2023-03-09,Japan,China,Shosei Togo,Pei Liang,177,18,47,6,Ball,4-Seam Fastball,92.2,2428.0,-14.0,-9.0
2023-03-09,Japan,China,Shosei Togo,Pei Liang,176,17,47,6,Ball,4-Seam Fastball,92.7,2526.0,-17.0,-13.0
2023-03-09,Japan,China,Shosei Togo,Ning Li,175,16,46,6,"In play, out(s)",4-Seam Fastball,91.7,2505.0,-17.0,-10.0
2023-03-09,Japan,China,Shosei Togo,Jinjun Luo,174,15,45,6,Swinging Strike,Changeup,84.0,1144.0,-39.0,-13.0
2023-03-09,Japan,China,Shosei Togo,Jinjun Luo,173,14,45,6,Foul,Changeup,84.4,1300.0,-40.0,-12.0
2023-03-09,Japan,China,Shosei Togo,Jinjun Luo,172,13,45,6,Foul,4-Seam Fastball,92.0,2368.0,-15.0,-10.0
2023-03-09,Japan,China,Shosei Togo,Jinjun Luo,171,12,45,6,Ball,4-Seam Fastball,91.4,2475.0,-16.0,-10.0
2023-03-09,Japan,China,Shosei Togo,Jinjun Luo,170,11,45,6,Swinging Strike,4-Seam Fastball,91.6,2407.0,-14.0,-9.0
2023-03-09,Japan,China,Shosei Togo,YongKang Kou,152,10,41,5,Swinging Strike,Changeup,84.9,1173.0,-37.0,-9.0
2023-03-09,Japan,China,Shosei Togo,YongKang Kou,151,9,41,5,Ball,Changeup,84.8,1098.0,-40.0,-14.0
2023-03-09,Japan,China,Shosei Togo,YongKang Kou,150,8,41,5,Swinging Strike,4-Seam Fastball,92.9,2424.0,-15.0,-10.0
2023-03-09,Japan,China,Shosei Togo,YongKang Kou,149,7,41,5,Swinging Strike,Changeup,85.7,1238.0,-39.0,-14.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,148,6,40,5,Called Strike,Sinker,93.5,2485.0,-14.0,-14.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,147,5,40,5,Called Strike,4-Seam Fastball,92.6,2416.0,-13.0,-11.0
2023-03-09,Japan,China,Shosei Togo,Jie Cao,146,4,40,5,Called Strike,4-Seam Fastball,92.4,2494.0,-15.0,-12.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,145,3,39,5,Swinging Strike,Changeup,84.1,1095.0,-42.0,-9.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,144,2,39,5,Swinging Strike,4-Seam Fastball,91.8,2381.0,-16.0,-11.0
2023-03-09,Japan,China,Shosei Togo,Ray Chang,143,1,39,5,Called Strike,4-Seam Fastball,93.0,2538.0,-14.0,-10.0
2023-03-09,Japan,China,Shohei Ohtani,Chen Chen,114,49,30,4,Called Strike,Sweeper,85.4,2711.0,-37.0,19.0
2023-03-09,Japan,China,Shohei Ohtani,Chen Chen,113,48,30,4,Foul,4-Seam Fastball,98.9,2423.0,-16.0,-5.0
2023-03-09,Japan,China,Shohei Ohtani,Chen Chen,112,47,30,4,Foul,4-Seam Fastball,97.9,2381.0,-14.0,-3.0
2023-03-09,Japan,China,Shohei Ohtani,Yusuke Masago,111,46,29,4,Foul Tip,Sweeper,84.0,2712.0,-41.0,19.0
2023-03-09,Japan,China,Shohei Ohtani,Yusuke Masago,110,45,29,4,Swinging Strike,Sweeper,83.1,2544.0,-39.0,18.0
2023-03-09,Japan,China,Shohei Ohtani,Yusuke Masago,109,44,29,4,Called Strike,Sweeper,83.9,2504.0,-40.0,17.0
2023-03-09,Japan,China,Shohei Ohtani,Yusuke Masago,108,43,29,4,Ball,Sweeper,83.8,2525.0,-40.0,18.0
2023-03-09,Japan,China,Shohei Ohtani,Yusuke Masago,107,42,29,4,Ball,Sweeper,84.6,2611.0,-38.0,18.0
2023-03-09,Japan,China,Shohei Ohtani,Jin Yang,106,41,28,4,"In play, no out",4-Seam Fastball,99.4,2295.0,-14.0,-1.0
2023-03-09,Japan,China,Shohei Ohtani,Jin Yang,105,40,28,4,Ball,Sweeper,86.9,2670.0,-36.0,13.0
2023-03-09,Japan,China,Shohei Ohtani,Jin Yang,104,39,28,4,Ball,4-Seam Fastball,99.6,2291.0,-14.0,-2.0
2023-03-09,Japan,China,Shohei Ohtani,Jin Yang,103,38,28,4,Swinging Strike,4-Seam Fastball,99.7,2317.0,-11.0,-5.0
2023-03-09,Japan,China,Shohei Ohtani,Jin Yang,102,37,28,4,Foul,4-Seam Fastball,98.8,2429.0,-14.0,-5.0
2023-03-09,Japan,China,Shohei Ohtani,Pei Liang,101,36,27,4,"In play, out(s)",Sweeper,84.0,2490.0,-40.0,11.0
2023-03-09,Japan,China,Shohei Ohtani,Pei Liang,100,35,27,4,Ball,Sweeper,83.3,2589.0,-38.0,12.0
2023-03-09,Japan,China,Shohei Ohtani,Ning Li,81,34,21,3,"In play, out(s)",Splitter,90.5,994.0,-21.0,-8.0
2023-03-09,Japan,China,Shohei Ohtani,Ning Li,80,33,21,3,Foul,Sweeper,83.5,2642.0,-37.0,15.0
2023-03-09,Japan,China,Shohei Ohtani,Ning Li,79,32,21,3,Ball,4-Seam Fastball,98.7,2323.0,-12.0,-4.0
2023-03-09,Japan,China,Shohei Ohtani,Ning Li,78,31,21,3,Foul,4-Seam Fastball,97.6,2426.0,-14.0,-3.0
2023-03-09,Japan,China,Shohei Ohtani,Jinjun Luo,77,30,20,3,"In play, out(s)",Sweeper,85.2,2683.0,-38.0,16.0
2023-03-09,Japan,China,Shohei Ohtani,Jinjun Luo,76,29,20,3,Called Strike,4-Seam Fastball,96.4,2355.0,-16.0,-5.0
2023-03-09,Japan,China,Shohei Ohtani,Jinjun Luo,75,28,20,3,Swinging Strike,4-Seam Fastball,95.8,2390.0,-16.0,-4.0
2023-03-09,Japan,China,Shohei Ohtani,Jinjun Luo,74,27,20,3,Ball,Sweeper,83.3,2402.0,-35.0,13.0
2023-03-09,Japan,China,Shohei Ohtani,Jinjun Luo,73,26,20,3,Ball,Sweeper,83.3,2513.0,-37.0,14.0
2023-03-09,Japan,China,Shohei Ohtani,YongKang Kou,72,25,19,3,"In play, out(s)",4-Seam Fastball,94.9,2079.0,-16.0,-4.0
2023-03-09,Japan,China,Shohei Ohtani,YongKang Kou,71,24,19,3,Ball,4-Seam Fastball,95.1,2091.0,-19.0,-4.0
2023-03-09,Japan,China,Shohei Ohtani,YongKang Kou,70,23,19,3,Ball,4-Seam Fastball,97.6,2147.0,-12.0,-4.0
2023-03-09,Japan,China,Shohei Ohtani,Jie Cao,39,22,12,2,Swinging Strike,Sweeper,87.3,2669.0,-32.0,16.0
2023-03-09,Japan,China,Shohei Ohtani,Jie Cao,38,21,12,2,Called Strike,Sweeper,83.3,2611.0,-38.0,18.0
2023-03-09,Japan,China,Shohei Ohtani,Jie Cao,37,20,12,2,Ball,4-Seam Fastball,99.1,2324.0,-13.0,-1.0
2023-03-09,Japan,China,Shohei Ohtani,Jie Cao,36,19,12,2,Swinging Strike,Sweeper,84.8,2562.0,-35.0,16.0
2023-03-09,Japan,China,Shohei Ohtani,Ray Chang,35,18,11,2,Called Strike,Sweeper,87.7,2737.0,-31.0,12.0
2023-03-09,Japan,China,Shohei Ohtani,Ray Chang,34,17,11,2,Ball,4-Seam Fastball,100.0,2394.0,-15.0,-1.0
2023-03-09,Japan,China,Shohei Ohtani,Ray Chang,33,16,11,2,Foul,Sinker,99.0,2040.0,-19.0,-18.0
2023-03-09,Japan,China,Shohei Ohtani,Ray Chang,32,15,11,2,Called Strike,Sweeper,84.6,2553.0,-38.0,15.0
2023-03-09,Japan,China,Shohei Ohtani,Chen Chen,31,14,10,2,"In play, out(s)",Sweeper,82.7,2492.0,-38.0,17.0
2023-03-09,Japan,China,Shohei Ohtani,Chen Chen,30,13,10,2,Ball,4-Seam Fastball,97.8,2346.0,-12.0,-6.0
2023-03-09,Japan,China,Shohei Ohtani,Chen Chen,29,12,10,2,Foul,4-Seam Fastball,97.1,2336.0,-13.0,-5.0
2023-03-09,Japan,China,Shohei Ohtani,Yusuke Masago,11,11,3,1,"In play, out(s)",Sinker,98.7,2117.0,-24.0,-16.0
2023-03-09,Japan,China,Shohei Ohtani,Yusuke Masago,10,10,3,1,Called Strike,Sweeper,85.3,2693.0,-35.0,14.0
2023-03-09,Japan,China,Shohei Ohtani,Jin Yang,9,9,2,1,"In play, out(s)",Sweeper,85.4,2579.0,-35.0,14.0
2023-03-09,Japan,China,Shohei Ohtani,Jin Yang,8,8,2,1,Ball,Sweeper,84.8,2635.0,-38.0,16.0
2023-03-09,Japan,China,Shohei Ohtani,Jin Yang,7,7,2,1,Ball,Sinker,97.5,2043.0,-23.0,-12.0
2023-03-09,Japan,China,Shohei Ohtani,Jin Yang,6,6,2,1,Called Strike,Sweeper,84.1,2599.0,-38.0,18.0
2023-03-09,Japan,China,Shohei Ohtani,Pei Liang,5,5,1,1,Swinging Strike,Sweeper,85.4,2678.0,-37.0,17.0
2023-03-09,Japan,China,Shohei Ohtani,Pei Liang,4,4,1,1,Ball,Sweeper,86.7,2753.0,-35.0,17.0
2023-03-09,Japan,China,Shohei Ohtani,Pei Liang,3,3,1,1,Called Strike,Sweeper,84.5,2559.0,-36.0,14.0
2023-03-09,Japan,China,Shohei Ohtani,Pei Liang,2,2,1,1,Foul,4-Seam Fastball,97.3,2249.0,-14.0,-2.0
2023-03-09,Japan,China,Shohei Ohtani,Pei Liang,1,1,1,1,Ball,4-Seam Fastball,97.6,2310.0,-14.0,-7.0
2023-03-10,Japan,korea,Hiroto Takahashi,Euiji Yang,328,12,80,9,"In play, out(s)",4-Seam Fastball,97.0,2070.0,-15.0,-9.0
2023-03-10,Japan,korea,Hiroto Takahashi,Euiji Yang,327,11,80,9,Ball,Sinker,96.8,1990.0,-18.0,-13.0
2023-03-10,Japan,korea,Hiroto Takahashi,Euiji Yang,326,10,80,9,Foul,4-Seam Fastball,97.3,2126.0,-14.0,-10.0
2023-03-10,Japan,korea,Hiroto Takahashi,Euiji Yang,325,9,80,9,Foul,4-Seam Fastball,97.3,2143.0,-12.0,-8.0
2023-03-10,Japan,korea,Hiroto Takahashi,Baekho Kang,324,8,79,9,"In play, out(s)",Sinker,96.6,2083.0,-17.0,-11.0
2023-03-10,Japan,korea,Hiroto Takahashi,Baekho Kang,323,7,79,9,Ball,Sinker,88.6,1269.0,-35.0,-11.0
2023-03-10,Japan,korea,Hiroto Takahashi,Baekho Kang,322,6,79,9,Ball,Sinker,97.3,2076.0,-16.0,-12.0
2023-03-10,Japan,korea,Hiroto Takahashi,Kunwoo Park,321,5,78,9,Swinging Strike,Sinker,90.4,1557.0,-29.0,-11.0
2023-03-10,Japan,korea,Hiroto Takahashi,Kunwoo Park,320,4,78,9,Ball,Sinker,90.9,1303.0,-27.0,-10.0
2023-03-10,Japan,korea,Hiroto Takahashi,Kunwoo Park,319,3,78,9,Ball,4-Seam Fastball,97.1,2170.0,-12.0,-8.0
2023-03-10,Japan,korea,Hiroto Takahashi,Kunwoo Park,318,2,78,9,Swinging Strike,Sinker,89.9,1338.0,-28.0,-9.0
2023-03-10,Japan,korea,Hiroto Takahashi,Kunwoo Park,317,1,78,9,Foul,Sinker,96.4,2076.0,-16.0,-13.0
2023-03-10,Japan,korea,Yuki Matsui,Hyun Soo Kim,307,23,74,8,Swinging Strike,Changeup,87.3,1531.0,-30.0,9.0
2023-03-10,Japan,korea,Yuki Matsui,Hyun Soo Kim,306,22,74,8,Foul,4-Seam Fastball,92.0,2445.0,-13.0,4.0
2023-03-10,Japan,korea,Yuki Matsui,Hyun Soo Kim,305,21,74,8,Foul,Changeup,87.7,1291.0,-31.0,12.0
2023-03-10,Japan,korea,Yuki Matsui,Hyun Soo Kim,304,20,74,8,Foul,4-Seam Fastball,91.9,2595.0,-13.0,2.0
2023-03-10,Japan,korea,Yuki Matsui,Hyun Soo Kim,303,19,74,8,Ball,4-Seam Fastball,90.5,2461.0,-13.0,6.0
2023-03-10,Japan,korea,Yuki Matsui,Hyun Soo Kim,302,18,74,8,Swinging Strike,4-Seam Fastball,92.2,2561.0,-11.0,5.0
2023-03-10,Japan,korea,Yuki Matsui,Hyun Soo Kim,301,17,74,8,Ball,Slider,84.6,2842.0,-37.0,-7.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,300,16,73,8,"In play, out(s)",Slider,81.1,2863.0,-50.0,-3.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,299,15,73,8,Foul,4-Seam Fastball,92.6,2465.0,-10.0,4.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,298,14,73,8,Foul,4-Seam Fastball,91.3,2373.0,-14.0,2.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,297,13,73,8,Foul,Changeup,87.9,1584.0,-33.0,14.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,296,12,73,8,Foul,Changeup,88.1,1348.0,-32.0,9.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,295,11,73,8,Foul,4-Seam Fastball,91.1,2373.0,-15.0,3.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,294,10,73,8,Swinging Strike,4-Seam Fastball,90.7,2419.0,-14.0,3.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,293,9,73,8,Called Strike,4-Seam Fastball,91.9,2457.0,-14.0,3.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,292,8,73,8,Ball,4-Seam Fastball,92.4,2496.0,-14.0,3.0
2023-03-10,Japan,korea,Yuki Matsui,Hae-Min Park,291,7,73,8,Ball,Curveball,74.0,2559.0,-71.0,-5.0
2023-03-10,Japan,korea,Yuki Matsui,Jung Hoo Lee,290,6,72,8,"In play, out(s)",4-Seam Fastball,93.1,2444.0,-14.0,6.0
2023-03-10,Japan,korea,Yuki Matsui,Jung Hoo Lee,289,5,72,8,Ball,Changeup,88.3,1477.0,-25.0,16.0
2023-03-10,Japan,korea,Yuki Matsui,Jung Hoo Lee,288,4,72,8,Foul,4-Seam Fastball,91.8,2574.0,-11.0,2.0
2023-03-10,Japan,korea,Yuki Matsui,Jung Hoo Lee,287,3,72,8,Called Strike,4-Seam Fastball,89.9,2425.0,-12.0,6.0
2023-03-10,Japan,korea,Yuki Matsui,Jung Hoo Lee,286,2,72,8,Ball,4-Seam Fastball,91.8,2470.0,-11.0,3.0
2023-03-10,Japan,korea,Yuki Matsui,Jung Hoo Lee,285,1,72,8,Ball,4-Seam Fastball,91.6,2498.0,-11.0,4.0
2023-03-10,Japan,korea,Yuki  Udagawa,Ha-Seong Kim,250,11,63,7,Swinging Strike,Splitter,86.5,944.0,-37.0,-5.0
2023-03-10,Japan,korea,Yuki  Udagawa,Ha-Seong Kim,249,10,63,7,Ball,4-Seam Fastball,95.4,2358.0,-13.0,-8.0
2023-03-10,Japan,korea,Yuki  Udagawa,Ha-Seong Kim,248,9,63,7,Foul,4-Seam Fastball,93.4,2251.0,-13.0,-6.0
2023-03-10,Japan,korea,Yuki  Udagawa,Ha-Seong Kim,247,8,63,7,Ball,4-Seam Fastball,94.9,2275.0,-12.0,-9.0
2023-03-10,Japan,korea,Yuki  Udagawa,Ha-Seong Kim,246,7,63,7,Called Strike,4-Seam Fastball,94.0,2224.0,-14.0,-6.0
2023-03-10,Japan,korea,Yuki  Udagawa,Tommy Edman,245,6,62,7,"In play, out(s)",4-Seam Fastball,93.9,2272.0,-13.0,-8.0
2023-03-10,Japan,korea,Yuki  Udagawa,Tommy Edman,244,5,62,7,Ball,Splitter,85.1,1002.0,-39.0,2.0
2023-03-10,Japan,korea,Yuki  Udagawa,Jeong Choi,243,4,61,7,Called Strike,Slider,84.2,1493.0,-40.0,-5.0
2023-03-10,Japan,korea,Yuki  Udagawa,Jeong Choi,242,3,61,7,Called Strike,Splitter,86.8,870.0,-29.0,-2.0
2023-03-10,Japan,korea,Yuki  Udagawa,Jeong Choi,241,2,61,7,Foul,4-Seam Fastball,93.4,2261.0,-12.0,-5.0
2023-03-10,Japan,korea,Yuki  Udagawa,Jeong Choi,240,1,61,7,Ball,4-Seam Fastball,94.1,2270.0,-10.0,-7.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,202,48,51,6,"In play, out(s)",Splitter,84.0,1101.0,-36.0,0.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,201,47,51,6,Ball,4-Seam Fastball,94.5,2592.0,-10.0,8.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,200,46,51,6,Foul,Splitter,85.1,1034.0,-30.0,6.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,199,45,51,6,Ball,4-Seam Fastball,94.3,2510.0,-13.0,9.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,198,44,51,6,Foul,Splitter,84.3,1232.0,-35.0,1.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,197,43,51,6,Swinging Strike,Splitter,83.9,1137.0,-33.0,5.0
2023-03-10,Japan,korea,Shota Imanaga,Euiji Yang,196,42,51,6,Called Strike,Splitter,83.4,972.0,-37.0,3.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,195,41,50,6,Swinging Strike,Slider,85.1,2566.0,-36.0,-11.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,194,40,50,6,Called Strike,4-Seam Fastball,94.9,2443.0,-11.0,9.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,193,39,50,6,Foul,4-Seam Fastball,93.6,,-10.0,9.0
2023-03-10,Japan,korea,Shota Imanaga,Baekho Kang,192,38,50,6,Ball,Slider,84.1,2530.0,-37.0,0.0
2023-03-10,Japan,korea,Shota Imanaga,Kunwoo Park,191,37,49,6,"In play, run(s)",4-Seam Fastball,95.6,2616.0,-9.0,8.0
2023-03-10,Japan,korea,Shota Imanaga,Kunwoo Park,190,36,49,6,Ball,Splitter,85.2,1098.0,-29.0,6.0
2023-03-10,Japan,korea,Shota Imanaga,Kunwoo Park,189,35,49,6,Swinging Strike,4-Seam Fastball,95.0,2605.0,-11.0,9.0
2023-03-10,Japan,korea,Shota Imanaga,Kunwoo Park,188,34,49,6,Swinging Strike,Slider,83.9,2487.0,-34.0,-2.0
2023-03-10,Japan,korea,Shota Imanaga,Hyun Soo Kim,187,33,48,6,"In play, out(s)",4-Seam Fastball,94.8,2523.0,-12.0,9.0
2023-03-10,Japan,korea,Shota Imanaga,Hyun Soo Kim,186,32,48,6,Foul,4-Seam Fastball,95.1,2555.0,-8.0,8.0
2023-03-10,Japan,korea,Shota Imanaga,Hyun Soo Kim,185,31,48,6,Foul,4-Seam Fastball,94.8,2645.0,-10.0,10.0
2023-03-10,Japan,korea,Shota Imanaga,Hyun Soo Kim,184,30,48,6,Ball,4-Seam Fastball,94.6,2614.0,-9.0,9.0
